city,geolocation_lat,geolocation_lng,transactions
cocalinho,-14.393058069400425,-51.00008027836111,1
cocalzinho de goias,-15.787534328688206,-48.77328367039296,1
cocos,-14.179312537841964,-44.53741888010503,1
codo,-4.459910932714865,-43.880692216944,1
coelho neto,-4.254789561525037,-43.02043037472462,1
coimbra,-20.8591385436248,-42.80405527337894,1
coite do noia,-9.633757498286188,-36.57856092949353,1
colatina,-19.526303073526545,-40.631166549321215,7
colider,-10.81316505259991,-55.457304810347004,2
colina,-20.724127725272936,-48.52733120722507,1
colinas,-11.87762039044226,-46.14627741207701,2
colinas do tocantins,-8.05054975406831,-48.49338848946675,1
colmeia,-8.732500781527103,-48.7519806611064,1
colniza,-9.45518257672924,-59.21982588376638,1
colombia,-20.179291836187755,-48.685766237155065,1
colombo,-25.35595803162721,-49.19316763341864,4
colonia castrolanda,-23.702852723394397,-46.401558774842776,1
colonia leopoldina,-8.945705999999944,-35.75580199999996,1
colonia vitoria,-26.22193579001356,-51.09264847633954,2
colorado,-24.735889371858214,-52.31565451719023,1
colorado do oeste,-13.11041974246704,-60.552320938498745,1
coluna,-18.23319939915599,-42.84092955088922,1
combinado,-12.819716088557527,-46.54854204525618,1
comendador levy gasparian,-22.0296234152697,-43.20507649341323,1
comercinho,-16.298767786857304,-41.7970543633526,1
comodoro,-13.666620560393325,-59.788141278576354,1
conceicao,-7.556145707686538,-38.5073105648571,1
conceicao da aparecida,-21.094827088463017,-46.20170079724575,1
conceicao da barra,-18.58768807008904,-39.7350716811178,1
conceicao da feira,-12.50472665347062,-39.000224905678,2
conceicao da ibitipoca,-12.231409949440009,-38.93476380306833,2
conceicao das alagoas,-19.929644278855683,-48.3827306180796,1
conceicao das pedras,-22.16155355957101,-45.45475276052432,1
conceicao de macabu,-22.08236090328828,-41.865673266660544,2
conceicao do almeida,-12.773596060215278,-39.16955538767978,1
conceicao do araguaia,-8.257777151569025,-49.26357210222097,2
conceicao do caninde,-7.878980865171296,-41.59380411432435,1
conceicao do castelo,-20.35668830902301,-41.24370686119767,1
conceicao do coite,-11.565588037142106,-39.27780963355929,2
conceicao do jacuipe,-12.327737593729006,-38.76739085797151,3
conceicao do mato dentro,-18.953912999999947,-43.38148399999998,1
conceicao do para,-19.7534115,-44.89628400000001,1
conceicao do rio verde,-21.88314889998925,-45.083272271473085,1
conceicao do tocantins,-12.225401558171328,-47.29249685305975,1
conceicao dos ouros,-22.415122407763665,-45.79922860309226,1
conchal,-22.338620999999993,-47.17603125000002,2
conchas,-23.01537892814005,-48.008989829757134,2
concordia,-27.227786809103005,-52.01984801218059,9
concordia do para,-1.992479917718245,-47.94816975416242,2
condado,-7.587235298393872,-35.09767428315629,1
conde,-11.815260158431924,-37.614290054051565,3
condeuba,-14.899195186524665,-41.96798995146055,1
condor,-28.205663375585356,-53.48296398631302,1
confins,-19.62981215025736,-43.9923366753093,1
confresa,-10.645695310957182,-51.5682033250314,1
congonhal,-22.15937587770692,-46.04402732344177,1
congonhas,-20.504106922384075,-43.858586415220174,2
congonhinhas,-23.548581,-50.55066000000001,1
conquista,-19.85706533423348,-47.58197138447653,1
conquista d'oeste,-14.54497077769441,-59.53805179746667,1
conrado,-22.533390248012804,-43.56815285712736,1
conselheiro lafaiete,-20.65461350086961,-43.7895938402647,7
conselheiro mairinck,-23.621894157503768,-50.17053729537247,1
conselheiro pena,-19.07527015963293,-41.53085191278982,1
conservatoria,-22.28666974997288,-43.91540977887133,2
constantina,-27.73202948631604,-52.99647079141222,1
contagem,-19.918010635888635,-44.058840623239185,20
contenda,-25.69025168661188,-49.55739679207331,1
coqueiro baixo,-29.182619999999947,-52.086198499999966,1
coqueiros do sul,-28.11886826939795,-52.78288464369865,1
coracao de jesus,-16.68867729392726,-44.36478194932612,1
coracao de maria,-12.122178847279342,-38.79088328491321,1
corbelia,-24.789173484293105,-53.2958634842931,1
cordeiro,-22.024580091745516,-42.362842441067876,2
cordeiropolis,-22.472092216231697,-47.459789454545096,1
cordeiros,-15.03983327056576,-41.93440289943276,1
coreau,-3.5555761729970548,-40.64806083295121,1
coremas,-7.019857137602968,-37.94396565599257,1
corguinho,-19.832929694705445,-54.82875159315118,1
coribe,-13.82927640075694,-44.46045428251841,1
corinto,-18.372740237256313,-44.44528162699128,1
cornelio procopio,-23.179392166202163,-50.63492242974281,1
coroaci,-18.62440515359352,-42.28621788049272,1
coroados,-21.35244293102535,-50.28482297686622,1
coroata,-4.131205814618261,-44.12944394730245,2
coromandel,-18.47534184940673,-47.21120486285432,4
coronel domingos soares,-26.22027114155173,-52.0305525,1
coronel fabriciano,-19.514500682010816,-42.609653557623666,1
coronel freitas,-26.900200446061664,-52.70459512955803,1
coronel joao pessoa,-6.26186922555314,-38.44276186123267,1
coronel joao sa,-10.28225850245192,-37.925936580323885,1
coronel macedo,-23.631268302726,-49.31493272929448,1
coronel martins,-26.51213802684962,-52.66959920223469,1
coronel murta,-16.61721053621776,-42.18836455931665,1
coronel pacheco,-21.592821936155687,-43.26987525138927,1
coronel sapucaia,-23.269742426952885,-55.53278057348936,1
coronel vivida,-25.981047795901727,-52.569847772794,1
corrego danta,-19.82351716486884,-45.90458197885965,1
corrego fundo,-20.448014750047832,-45.5531152584501,2
correia pinto,-27.584377645787185,-50.36509478677659,2
corrente,-10.441255487219744,-45.16858578213835,3
correntes,-9.128976277683057,-36.32604458379262,1
correntina,-13.341198797625974,-44.6346609896536,1
cortes,-8.475008743669271,-35.544236173217755,1
corumba,-19.01506130334415,-57.645584699566086,5
corumba de goias,-15.92696866257053,-48.80867684386286,1
corumbaiba,-18.145514035790743,-48.56329094375739,1
corumbatai,-22.222172003015405,-47.62186458373424,1
corumbatai do sul,-24.10007078646277,-52.115342729172006,1
corupa,-26.423574854935936,-49.24222454201851,1
coruripe,-10.126418687262714,-36.176287943164624,1
cosmopolis,-22.63158977474138,-47.19723998645902,2
cosmorama,-20.477835947989217,-49.77638850646207,1
costa marques,-12.071467444970406,-64.02881701563999,1
costa rica,-18.530859345319605,-53.13055155354618,4
cotegipe,-12.024993385445462,-44.25645355275551,1
cotia,-23.614131894075822,-46.90946663485345,6
cotipora,-28.995985420402462,-51.695618604889646,1
cotriguacu,-9.908288234311245,-58.56601544408977,1
couto de magalhaes,-8.359915762287901,-49.18173878952982,2
coxilha,-28.12613030515086,-52.29680270599385,2
coxim,-18.49857461815282,-54.7515487798994,4
crateus,-5.183114566410051,-40.671089663016566,1
crato,-7.235484481706662,-39.410711639524834,1
cravinhos,-21.336576735166883,-47.74963189171811,2
cravolandia,-13.36042284702786,-39.8128516977388,1
criciuma,-28.684646838839758,-49.37970503198486,10
crisolita,-17.277521340163478,-41.0889441139695,1
crisopolis,-11.507882283558226,-38.15397459433077,1
crissiumal,-27.49902255300877,-54.108769770932575,1
cristais,-20.86935814582727,-45.520201816906685,1
cristais paulista,-20.402781105235142,-47.41854742759851,1
cristal,-31.001202931306764,-52.04835443487618,1
cristalandia,-10.606966489354413,-49.19072481930448,1
cristalia,-16.72264558715089,-42.86264639368863,1
cristalina,-16.776217119514687,-47.6139809656205,2
cristiano otoni,-20.826477059154392,-43.81318943960629,1
cristina,-22.204064058742354,-45.2600577353091,2
cristinapolis,-11.47723816353064,-37.75749269809727,1
cristopolis,-12.234753551058445,-44.41808211184115,1
crixas,-14.54228825981811,-49.97393540908739,2
croata,-4.412709490077535,-40.90357120606425,1
crominia,-17.290034999999992,-49.3802775,1
crucilandia,-20.39053791001082,-44.33883429124456,1
cruz,-2.92365110618486,-40.17586556045345,2
cruz alta,-28.64222927072301,-53.603409306946354,1
cruz das almas,-12.655868277332466,-39.10044839031422,2
cruz machado,-26.017167198612643,-51.34652967408011,1
cruzalia,-22.740607191660427,-50.79124083706301,1
cruzeiro,-22.57120991326405,-44.96066845691193,4
cruzeiro da fortaleza,-18.964748999999948,-46.67578549999996,1
cruzeiro do iguacu,-25.61733537635747,-53.13025638377209,1
cruzeiro do oeste,-23.777701011896117,-53.094202921532435,1
cruzeiro do sul,-18.59053586206619,-62.35532902440733,1
cruzilia,-21.84611288737622,-44.81085950167153,1
cubatao,-23.90281759053523,-46.42118617290217,5
cubati,-6.86480093439425,-36.35301618037193,2
cuiaba,-15.600888083809474,-56.07081908759284,17
cuite,-6.483656437688705,-36.14578588678153,1
cujubim,-9.354410864717355,-62.58478298211155,1
cumari,-18.26829398987472,-48.14927679873251,1
cumaru,-8.012539706686463,-35.696092961752235,2
cunha,-23.075587965634274,-44.957884212413475,1
cunha pora,-26.89233198750598,-53.170050234099904,2
cupira,-8.611068777245276,-35.95143918642765,1
curaca,-8.998290799938937,-39.90576121823325,3
curitiba,-25.45387638251281,-49.27362868263005,60
curitibanos,-27.288614821408185,-50.576966461914466,2
curiuva,-24.038172062550025,-50.45401088736292,1
currais novos,-6.259081452175941,-36.51768110549937,3
curral de cima,-6.718979212776461,-35.26602567205188,1
curralinho,-1.8133271211288224,-49.79530269679687,1
curuca,-0.7380879143105327,-47.85696127183356,1
cururupu,-1.8242158176317502,-44.866115174437375,1
curvelandia,-15.684513194085635,-57.85404386307187,1
curvelo,-18.74475695657748,-44.4504186281643,4
custodia,-8.093576009155354,-37.65041050065395,1
damianopolis,-14.562437251782914,-46.17054561638045,1
dario meira,-14.434504729883969,-39.902406459767946,1
datas,-18.44504921404223,-43.6598059256294,1
david canabarro,-28.38921783052984,-51.84601199170674,1
delfim moreira,-22.506657488446937,-45.276820912744085,1
delfinopolis,-20.344204633701,-46.852090502780676,1
delmiro gouveia,-9.371842515484014,-38.00205479029997,1
demerval lobao,-5.347238223978726,-42.67879490463176,1
denise,-14.72790787334216,-57.04496580365321,1
deodapolis,-22.28284142357653,-54.16908800400775,2
deputado irapuan pinheiro,-5.880602999999944,-39.25053349999996,1
descalvado,-21.91572770696964,-47.62033250569028,1
descoberto,-21.46186653796826,-42.96120471996824,1
desembargador otoni,-17.694883852783097,-43.33324444537061,2
desterro,-7.288768937583606,-37.0849272932766,1
desterro de entre rios,-20.657355257690234,-44.34001700631402,1
desterro do melo,-21.148640556079854,-43.511724247830514,1
dezesseis de novembro,-28.226687581354017,-55.05395910608221,1
diadema,-23.687814052313186,-46.612218292998016,19
diamante d'oeste,-24.942910922403374,-54.10315523369722,1
diamante do norte,-22.66032933722349,-52.8643215,1
diamantina,-18.233984177733404,-43.593646210933656,1
diamantino,-14.398255299392998,-56.43550892176552,1
dianopolis,-11.62790671725685,-46.821467770019986,1
dias d avila,-12.617176687946277,-38.29665110925954,1
dias d'avila,-12.612785254478522,-38.30880282506201,1
diogo de vasconcelos,-20.489414857024457,-43.19909444600368,2
dionisio,-19.843524,-42.782571,1
dionisio cerqueira,-26.25891649155717,-53.635466992143925,1
diorama,-16.240203113601034,-51.25840749629374,1
divinesia,-20.990581622384745,-43.004131757221465,1
divino,-20.608167545716125,-42.14487245428386,1
divino das laranjeiras,-18.780341147523888,-41.48022732768902,1
divino de sao lourenco,-20.62000466902001,-41.6842896522462,1
divinolandia,-21.659389939778176,-46.73813797473668,2
divinolandia de minas,-18.8004215849511,-42.61992163254018,1
divinopolis,-20.149504076949153,-44.89246589926919,2
divinopolis de goias,-13.294948500000004,-46.393848000000006,1
divinopolis do tocantins,-9.804795943660968,-49.21784916376205,1
divisa alegre,-15.74316434879632,-41.33545519051933,1
divisa nova,-21.509586615033808,-46.19306760971549,1
dobrada,-21.52449444599108,-48.39189936022156,1
dois corregos,-22.371028644611588,-48.38528974062769,1
dois irmaos,-29.58769365168212,-51.090610003318226,3
dois irmaos do buriti,-20.68959370285506,-55.278930748680345,1
dois riachos,-9.38569128292286,-37.0910172231259,1
dois vizinhos,-25.74389872497068,-53.05434104666582,3
dom aquino,-15.812079109113663,-54.92272573443453,1
dom basilio,-13.933329999999955,-41.766669999999976,1
dom cavati,-19.39714585193577,-42.11477436908388,1
dom eliseu,-4.29672359708408,-47.56233693998556,1
dom feliciano,-30.703343334292004,-52.10869514478124,1
dom joaquim,-18.967900220854037,-43.25712539157436,1
dom macedo costa,-12.905383181814498,-39.19338734037376,2
dom pedrito,-30.984444720827145,-54.67665486381027,2
dom pedro,-5.040810870555412,-44.43769586688713,2
dom silverio,-20.16288709946559,-42.96468004087543,1
dom vicoso,-22.254248409707877,-45.16220579917728,1
domingos martins,-20.36457821981136,-40.65951846538821,2
dona emma,-26.997019999999964,-49.76108999999997,1
dona euzebia,-21.317290003656574,-42.81267737610195,1
dona francisca,-29.62664825697206,-53.365747534969536,1
dores de campos,-21.12315599999994,-44.017743499999966,1
dores do indaia,-19.46290665413787,-45.605517876006054,1
dores do rio preto,-20.688998589105392,-41.84739379223537,2
dormentes,-8.447365051221961,-40.767659918662346,1
douradina,-23.38427201487653,-53.2984710826628,1
dourado,-22.11041683240867,-48.30935219804882,2
dourados,-22.227521778757573,-54.80733656308627,7
doutor camargo,-23.55708483168905,-52.21991416196163,1
doutor ulysses,-24.56461480876705,-49.42160812537662,1
doverlandia,-16.723575000859544,-52.31445521923214,1
dracena,-21.498871499999996,-51.537861000000014,4
duartina,-22.413547144205577,-49.41668145584374,1
duas barras,-22.05328421346562,-42.52135916911488,2
duere,-11.338795184322626,-49.259468283125976,1
dumont,-21.2389749988545,-47.97126109666656,1
duque de caxias,-22.705371600864083,-43.29071040852193,32
durande,-20.20311006291932,-41.79995332795986,1
echapora,-22.42925217631197,-50.20413759688468,1
ecoporanga,-18.370419242386166,-40.8333272008395,1
edeia,-17.33854075449391,-49.935325100759925,2
eldorado,-24.399316722634683,-49.13625549933948,1
eldorado do sul,-29.994807250310956,-51.31423260098165,1
elias fausto,-23.045485430713946,-47.37933912085125,2
eliseu martins,-8.098876316194977,-43.65956999573901,1
elisiario,-21.170481621606264,-49.10731866547184,1
elisio medrado,-12.946367024042791,-39.52282824415811,1
eloi mendes,-21.60691692140238,-45.568596329182576,2
embauba,-20.98339114729268,-48.83627145201951,1
embu,-23.654245175027167,-46.82574584755973,1
embu das artes,-23.655365940359978,-46.82024410189255,10
embu-guacu,-23.82852167738724,-46.81479598263394,1
emilianopolis,-21.83486362545673,-51.48205257878082,1
encantado,-29.239628889061525,-51.868365809343125,1
encruzilhada do sul,-30.545615782456586,-52.52784059067558,1
eneas marques,-25.94703133936549,-53.15871880882383,1
engenheiro balduino,-20.685573726542625,-49.69047655315271,1
engenheiro coelho,-22.487091860243762,-47.215759746967414,2
engenheiro navarro,-17.285083265375615,-43.94901617796793,1
engenheiro passos,-20.708691677441696,-46.61662700757711,1
engenheiro paulo de frontin,-22.544858200133547,-43.6851656978732,3
entre folhas,-19.626635594024965,-42.22690931854617,1
entre rios,-11.93374395050816,-38.09763418045133,1
entre rios de minas,-20.74076193278888,-44.055832659230184,1
entre rios do oeste,-24.706488745846823,-54.2435539144552,1
entre-ijuis,-28.362972481044086,-54.27414406267866,1
epitaciolandia,-11.026907031303129,-68.74062779672582,1
erebango,-27.85871614928,-52.300402732656885,1
erechim,-27.637912896135553,-52.278665099050365,4
erere,-6.030918985604263,-38.35019598239988,1
erico cardoso,-13.393046999999946,-42.13428199999996,1
erval grande,-27.394458164160213,-52.57078732797514,1
ervalia,-20.832447796509715,-42.655315699835974,1
escada,-8.364231345619059,-35.24154113882144,3
esmeralda,-28.0545165,-51.18815475,1
esmeraldas,-19.801874649172767,-44.15130215026448,1
espera feliz,-20.653163868039375,-41.90944577472989,1
esperanca,-7.014429343443029,-35.85691530081109,2
esperantina,-4.1873631994612115,-43.495336414151396,1
esperantinopolis,-4.875864733200351,-44.881622265944806,1
espigao,-22.19467996643823,-51.35655466743936,1
espigao alto do iguacu,-25.428031566796456,-52.8418471317496,1
espigao do oeste,-11.52167206485777,-61.01306348804001,1
espinosa,-14.92497153716248,-42.81608962655503,1
espirito santo do pinhal,-22.18081673466526,-46.75045932004409,1
espirito santo do turvo,-22.693131367065195,-49.42968115881128,1
esplanada,-11.807078330200277,-37.94507894761188,1
espumoso,-28.730970788547925,-52.84126718897904,3
estacao,-27.91795638639281,-52.26058721336962,1
estancia,-11.272796195194617,-37.43370262011271,2
estancia velha,-29.654796354352364,-51.16914327638216,1
esteio,-29.849712194047235,-51.16619397356497,6
estiva,-22.46467527794369,-46.01461527435168,1
estiva gerbi,-22.275354268164765,-46.95076518249569,1
estreito,-6.559555949427156,-47.44596393352771,1
estrela,-29.498401199764302,-51.96358291007402,1
estrela d oeste,-20.284829844428728,-50.38984152995031,1
estrela d'oeste,-20.2860298153052,-50.40073964334606,1
estrela do indaia,-19.524552700629933,-45.77688670062993,1
estrela do norte,-22.486331999999948,-51.67254949999997,1
estrela do sul,-18.74007429094933,-47.69198565023277,1
estrela velha,-29.176430520062823,-53.15913797993718,1
euclides da cunha,-10.507796916762816,-39.015541576074426,1
euclides da cunha paulista,-22.558175959200327,-52.59030575420587,1
eugenio de castro,-28.52579202913873,-54.145060536445655,1
eugenopolis,-21.09981002282405,-42.17627449376193,1
eunapolis,-16.36851191914153,-39.584912518674464,3
eusebio,-3.890114755659854,-38.44773101809647,1
ewbank da camara,-21.549699536602617,-43.50910222835217,1
extrema,-21.999085804385473,-47.48845431858689,2
extremoz,-5.705777547533375,-35.29998432943852,2
fagundes,-7.358277166318482,-35.78813302934903,1
farol,-24.09497335778452,-52.62357352180008,1
farroupilha,-29.417787839483346,-51.03223865080723,1
fartura,-23.38718762896144,-49.513805620288,3
fatima,-10.646576327620428,-41.77611055956734,1
fatima do sul,-22.376393895746357,-54.51496883229808,1
faxinal,-23.99732810820379,-51.31358474739846,2
faxinal dos guedes,-26.849580675078037,-52.25698729008214,3
faxinalzinho,-27.42076320667784,-52.67418761142168,1
fazenda nova,-16.184452538881388,-50.77882415843634,1
fazenda rio grande,-25.651841878263806,-49.30468277947161,1
fazenda vilanova,-29.59064430916081,-51.82633724129569,1
feira de santana,-12.251001589041563,-38.95887711599514,12
feira nova,-7.948823182703497,-35.39131251351398,1
felicio dos santos,-18.077555491494067,-43.24889014666677,2
felipe guerra,-5.518235999999945,-37.71707749999996,1
felisburgo,-16.645088306719632,-40.75988870905361,1
felixlandia,-18.76554186718272,-44.91088685833432,1
feliz,-29.45865522641147,-51.30608476190056,2
feliz deserto,-10.292327772325192,-36.30577725049051,1
feliz natal,-12.387011157383954,-54.93962848461153,1
fenix,-23.924084428096357,-51.983038998659005,1
fernando prestes,-21.26939795334422,-48.68728548231494,1
fernandopolis,-20.28599742780295,-50.26063395418946,2
fernao,-22.36068179764996,-49.518572838059285,1
ferraz de vasconcelos,-23.541228964522915,-46.375219948213726,7
ferreiros,-7.4488941246075075,-35.24674196585884,1
ferros,-19.219574999999946,-42.94692349999997,1
fervedouro,-20.72693513684862,-42.28111990253112,1
figueira,-23.84980940263059,-50.40712477967953,1
figueiropolis d'oeste,-15.447553002615006,-58.74141789454971,1
filadelfia,-10.74248367715116,-40.13498827655869,1
firminopolis,-16.58586348289813,-50.30843734273628,1
flor da serra do sul,-26.25575668277037,-53.30855190722285,1
flora rica,-21.676962204920127,-51.38153984302801,1
florai,-23.313596694739694,-52.30406621904029,1
florania,-6.124925214346815,-36.81297202901485,1
floreal,-20.67639955969813,-50.15389524091035,1
flores,-7.8649951696350175,-37.97218983277675,1
flores da cunha,-29.03399624689177,-51.1917479847557,1
flores de goias,-14.611790999999949,-46.808881999999954,1
floresta,-15.425131511442101,-44.70949913045269,3
floresta do araguaia,-7.562028886409853,-49.70357286521913,1
florestal,-19.887875859874217,-44.43538917946817,1
florestopolis,-22.863015,-51.394774500000004,1
floriano,-6.77122198142311,-43.02139767895038,5
florianopolis,-27.57688542880486,-48.51641026710452,56
florida,-23.09005394394585,-51.95406049397848,1
florida paulista,-21.61635581845445,-51.16674315217808,1
florinia,-22.90609890672881,-50.72797852770027,1
fonseca,-20.16159337477424,-43.300652944075374,1
fontoura xavier,-28.98284516811536,-52.351868637457045,1
formiga,-20.474084262411907,-45.424321458051985,2
formigueiro,-29.99299089671848,-53.50094477200624,1
formosa,-15.550291157935206,-47.33730142064711,2
formosa da serra negra,-6.435558596813665,-46.18935556037582,2
formosa do oeste,-24.295075877846465,-53.31189564832585,1
formosa do rio preto,-10.826543999999943,-45.778201999999965,2
formoso,-14.517130475983834,-47.116717794809716,1
formoso do araguaia,-11.80702701011278,-49.52402383124423,2
forquilha,-3.79933456483994,-40.264101083714486,1
forquilhinha,-28.748325046840005,-49.48318253414596,3
fortaleza,-3.765214624721297,-38.53484885984591,95
fortaleza dos valos,-28.800978673739177,-53.226776121367344,1
fortim,-4.44950386060281,-37.80014889308775,1
fortuna,-5.731944263277522,-44.15161615159562,3
foz do iguacu,-25.521805062802837,-54.56477466386811,5
foz do jordao,-25.736613369925667,-52.12123344988201,1
fragosos,-26.16160940826757,-49.3838175280032,2
fraiburgo,-27.029491198616487,-50.91302665918518,2
franca,-20.53140426978066,-47.40003855419086,7
francisco badaro,-16.994232405539073,-42.34866556026387,1
francisco beltrao,-26.065969085519633,-53.07933819435288,2
francisco dantas,-6.086618846363077,-38.12632299997528,1
francisco dumont,-17.311574586250774,-44.22868197449818,1
francisco morato,-23.280098910846426,-46.743401253525974,4
francisco sa,-16.479423908199745,-43.494724328890904,1
francisco santos,-6.995476789966387,-41.1343915462374,1
franco da rocha,-23.315076601747997,-46.728480952547336,2
frecheirinha,-3.75967384362855,-40.81892595908332,2
frederico westphalen,-27.35547089700958,-53.40427015016743,2
frei gaspar,-18.073758665332782,-41.54746078795072,1
frei inocencio,-18.55304278057973,-41.91120737260259,1
frei lagonegro,-18.16722377098089,-42.76609396157938,1
frei martinho,-6.401974578815285,-36.45218500662023,1
frei rogerio,-27.17566510161734,-50.80837236822696,1
fronteira,-20.281069226229643,-49.20926164154711,1
fronteiras,-7.086869326629029,-40.611345202736665,1
fruta de leite,-16.11412629552326,-42.52662263746937,1
frutal,-20.020254382640534,-48.935439514698466,1
frutuoso gomes,-6.1606358705985445,-37.843429134005255,1
fundao,-19.933989498185696,-40.405765534571934,1
gabriel monteiro,-21.52877641781015,-50.55246497087644,1
galia,-22.295089969399903,-49.55796618353531,1
galinhos,-5.098425370396572,-36.24165651245267,1
galvao,-26.45582841374338,-52.69168374135286,1
gameleira,-8.589458908130187,-35.38743094640927,2
gameleiras,-15.082991161112488,-43.11832683236032,1
gandu,-13.745920997465692,-39.4899800062949,1
garanhuns,-8.890154833769325,-36.488268824147845,1
garca,-22.218988944556262,-49.6436233402059,1
garibaldi,-29.258170854242387,-51.5248495247722,1
garopaba,-28.031720408844077,-48.623886721401725,2
garrafao do norte,-1.9327136441806896,-47.04766159899538,1
garruchos,-28.18711575398153,-55.63839735433819,1
garuva,-26.021367268718514,-48.851805442616914,1
gaspar,-26.918808830177394,-48.937014035171686,2
gastao vidigal,-20.801205104505616,-50.1891898848232,1
gaucha do norte,-13.17889949438228,-53.2522357069531,1
gaurama,-27.586162631461903,-52.09106111682943,1
gaviao peixoto,-21.838329613012903,-48.49030487176805,1
general camara,-29.905319712812712,-51.76347465997283,1
general carneiro,-26.41825719344005,-51.31637605441669,2
general maynard,-10.684785662125352,-36.9855994469716,1
general salgado,-20.64559522100261,-50.35975947544415,1
gentio do ouro,-11.430435845112113,-42.50579957941182,1
getulina,-21.797908200846816,-49.93740098314191,1
getulio vargas,-27.885937751354767,-52.22831021378535,1
gilbues,-9.841020049536484,-45.34129743385321,2
girau do ponciano,-9.884729879912918,-36.83097543570194,1
girua,-28.028215511155956,-54.35087038660696,2
glicerio,-21.806818086893024,-46.13127166241667,4
gloria de dourados,-22.418761926760038,-54.23092224752102,1
gloria do goita,-8.000215504088436,-35.29736561397076,1
glorinha,-29.883542190572587,-50.77657774777542,1
godoy moreira,-24.19450547097668,-51.92405038485945,1
goiabeira,-18.98372585054752,-41.22304202932259,1
goiana,-11.053233686453444,-37.04290583232424,1
goianapolis,-16.503290038437896,-49.02533502330064,1
goiandira,-18.13522588875085,-48.08720216731745,1
goianesia,-15.316178019234458,-49.120202905776345,2
goianesia do para,-3.954116999999947,-48.92050249999996,1
goiania,-16.68552595483508,-49.274784217742095,65
goianinha,-6.268264659883578,-35.208638083748546,1
goianira,-16.520291476134194,-49.41776676482,2
goianorte,-8.777339355077833,-48.93340971908248,1
goias,-15.941419739351264,-50.142858663711756,1
goiatuba,-18.01160236768934,-49.37530856207008,2
goioere,-24.18847968847047,-53.01636439373708,1
goitacazes,-21.829633899084683,-41.27241028899181,3
goncalves,-22.658901584617507,-45.85655849486749,1
goncalves dias,-5.156979203282784,-44.300440289405046,2
gongogi,-14.326773468504886,-39.465897298833816,1
gouveia,-18.562115999999943,-43.85493349999996,2
governador celso ramos,-27.377327999999945,-48.577062499999954,1
governador dix-sept rosado,-5.456150082476605,-37.51558672566195,1
governador eugenio barros,-5.326019921994964,-44.24751052708966,1
governador lindenberg,-19.25531282743042,-40.45774848543095,1
governador mangabeira,-12.601248223442916,-39.04132452197248,1
governador portela,-22.47996004951657,-43.501018927948486,1
governador valadares,-18.864703441094733,-41.95680343102105,5
graccho cardoso,-10.23080884979231,-37.19569463645137,1
grajau,-5.814610428046795,-46.1428008686233,1
gramado,-29.379232477927218,-50.88445107799066,1
gramado dos loureiros,-27.44443980953325,-52.91782514619106,1
gramado xavier,-29.26974106322729,-52.578317570734434,1
grandes rios,-24.13867989257817,-51.50944859320512,1
granja,-3.119716880540989,-40.83047988798006,2
grao mogol,-16.56972230120939,-42.89206215998374,2
grao para,-28.186676991774004,-49.21396161241119,1
gravata,-8.204499623359771,-35.57022547632194,2
gravatai,-29.93154335419785,-51.01429176686439,2
gravatal,-28.32603434263272,-49.06566380829775,1
groairas,-3.920725119545875,-40.39101004624399,1
grupiara,-18.491977324116785,-47.72325229465162,1
guabiju,-28.54162802491104,-51.69274426564623,1
guabiruba,-27.087191346887487,-48.98086722680159,2
guacui,-20.774920500000004,-41.677668,1
guadalupe,-6.788369298630233,-43.56278507622656,1
guaiba,-30.11082611949451,-51.3637668378956,4
guaicara,-21.619351760298567,-49.797549577600144,1
guaira,-20.937817841114942,-49.28426068453532,4
guairaca,-22.94269881650072,-52.69499413433616,1
guaiuba,-4.041626306431128,-38.637472387409765,1
guajara-mirim,-10.775093182262674,-65.31797039408175,1
guamare,-5.108560761890624,-36.320389590842304,1
guamiranga,-25.189610828592475,-50.80871435088429,1
guanambi,-14.224788977578145,-42.776866146060236,8
guanhaes,-18.784967749437957,-42.94408696189666,2
guape,-20.759652182655213,-45.9185597897402,1
guapiacu,-20.788349306054016,-49.22697732034519,1
guapiara,-24.19487304967869,-48.53306802022988,1
guapimirim,-22.559811016409903,-42.99085600557224,2
guapirama,-23.51467528414856,-50.04163752160026,1
guapo,-16.842418833119527,-49.543291340135745,1
guapore,-28.84513721817688,-51.899509317182144,2
guara,-19.413921664900474,-47.84925435370314,1
guarabira,-6.852396675699216,-35.501359927112055,3
guaracai,-21.03946776150677,-51.209233169388675,1
guaraci,-21.735082345420565,-50.30021518555303,1
guaraciaba,-22.584667746581854,-46.51180602040784,1
guaraciaba do norte,-4.166813756806272,-40.75206516990775,1
guarai,-8.843793396661667,-48.51436555743627,1
guaramirim,-26.471191655635042,-48.99874721931727,1
guaranesia,-21.301371432971965,-46.79888744022902,1
guarani,-21.357815107735316,-43.049327167322,2
guarani das missoes,-28.14402785743544,-54.56061884042862,1
guaraniacu,-25.106045339994,-52.849549560003695,1
guaranta,-21.892917503348645,-49.5881974694828,1
guaranta do norte,-9.948511831513258,-54.91457350473809,1
guarapari,-20.670556207258777,-40.5050052051498,8
guarapua,-22.250351684575868,-48.38464116202757,1
guarapuava,-25.38913209454761,-51.471971880381126,3
guaraquecaba,-25.29635234664244,-48.33035354118432,1
guarara,-21.73060200259733,-43.03849795673853,1
guararapes,-21.267753827570534,-50.650687602896376,1
guararema,-23.41300937046358,-46.02387528699342,1
